tetrad#	chr#	pos(bp)	co_type	chromatids	GCasso_tract_len	GCasso_marker#	#GCasso	snp_start_out	snp_start_in	snp_end_in	snp_end_out
25	2	1177387.5	0	[1, 4]	0	0	0	1121925	1232850	1121925	1232850
25	2	104200.5	0	[2, 4]	0	0	0	102610	105791	102610	105791
25	2	167380.0	0	[2, 4]	0	0	0	166942	167818	166942	167818
25	3	121376.5	0	[2, 3]	0	0	0	120911	121842	120911	121842
25	3	257936.5	0	[2, 3]	0	0	0	257025	258848	257025	258848
25	4	397902.0	0	[2, 3]	0	0	0	380323	415481	380323	415481
25	4	836410.0	0	[2, 3]	0	0	0	835862	836958	835862	836958
25	4	695204.5	0	[1, 4]	0	0	0	674783	715626	674783	715626
25	4	72992.0	1	[2, 3]	1111.0	3	1	71924	72949	73336	73759
25	5	361825.0	0	[1, 4]	0	0	0	343625	380025	343625	380025
25	5	198952.0	0	[1, 4]	0	0	0	169099	228805	169099	228805
25	6	322459.0	0	[2, 3]	0	0	0	321921	322997	321921	322997
25	6	314286.0	1	[2, 3]	2162.0	2	1	311700	314710	315169	315565
25	6	73799.5	0	[1, 3]	0	0	0	69747	77852	69747	77852
25	6	241799.0	0	[2, 3]	0	0	0	241436	242162	241436	242162
25	6	418158.0	0	[2, 3]	0	0	0	390766	445550	390766	445550
25	7	28115.0	0	[1, 3]	0	0	0	17205	39025	17205	39025
25	7	408873.0	0	[2, 3]	0	0	0	408741	409005	408741	409005
25	7	113767.0	0	[1, 4]	0	0	0	108432	119102	108432	119102
25	7	839940.5	0	[1, 3]	0	0	0	815725	864156	815725	864156
25	7	966920.75	1	[3, 4]	3349.5	14	1	964908	965584	968123	969068
25	8	762724.0	0	[1, 4]	0	0	0	748695	776753	748695	776753
25	8	567698.0	0	[1, 4]	0	0	0	566799	568597	566799	568597
25	8	62148.25	1	[1, 3]	1297.5	1	1	61550	64044	61449	61550
25	8	213434.0	0	[2, 4]	0	0	0	207629	219239	207629	219239
25	8	487117.0	0	[2, 3]	0	0	0	486026	488208	486026	488208
25	8	365495.25	1	[2, 4]	8377.5	5	1	369339	370029	354757	367856
25	10	954411.0	0	[2, 4]	0	0	0	945381	963441	945381	963441
25	10	233456.0	0	[2, 4]	0	0	0	231775	235137	231775	235137
25	10	583355.0	0	[1, 2]	0	0	0	582803	583907	582803	583907
25	10	753473.25	1	[2, 3]	546.5	6	1	753615	753878	753003	753397
25	11	132840.75	1	[3, 4]	1137.5	1	1	132088	132456	132456	134363
25	11	570212.5	0	[2, 4]	0	0	0	566948	573477	566948	573477
25	11	408879.5	0	[1, 4]	0	0	0	381880	435879	381880	435879
25	12	83198.5	0	[1, 3]	0	0	0	76808	89589	76808	89589
25	12	173546.5	0	[2, 3]	0	0	0	145781	201312	145781	201312
25	12	302565.5	1	[1, 4]	16033.0	1	1	301138	320026	287960	301138
25	13	458314.5	0	[1, 4]	0	0	0	425180	491449	425180	491449
25	13	806533.0	0	[2, 3]	0	0	0	805827	807239	805827	807239
25	13	325811.75	1	[2, 3]	935.5	1	1	325792	326767	324896	325792
25	13	136112.0	0	[1, 4]	0	0	0	103864	168360	103864	168360
25	14	703110.0	0	[1, 4]	0	0	0	697751	708469	697751	708469
25	14	56216.5	1	[2, 3]	1606.0	2	1	56766	57273	54237	56590
25	14	633752.0	1	[1, 4]	535.0	4	1	633432	633537	633710	634329
25	15	451263.0	0	[2, 3]	0	0	0	435311	467215	435311	467215
25	15	733275.0	0	[3, 4]	0	0	0	710652	755898	710652	755898
25	15	108149.75	1	[2, 3]	236.5	1	1	107879	108184	108184	108352
25	16	382996.0	1	[1, 4]	800.0	2	1	383180	383612	382200	382992
25	16	66613.5	0	[3, 4]	0	0	0	51428	81799	51428	81799
25	16	26576.5	0	[2, 4]	0	0	0	22336	30817	22336	30817
25	16	714615.25	1	[1, 2]	2094.5	5	1	712398	714738	715175	716150
25	16	636978.0	0	[1, 4]	0	0	0	631537	642419	631537	642419
26	1	51545.0	0	[1, 4]	0	0	0	39521	63569	39521	63569
26	1	167440.0	1	[2, 3]	4262.0	11	1	164764	165854	168288	170854
26	2	772840.0	0	[1, 2]	0	0	0	732451	813229	732451	813229
26	2	861001.25	1	[1, 2]	1207.5	4	1	861342	861868	860247	860548
26	2	1088903.0	0	[3, 4]	0	0	0	1083441	1094365	1083441	1094365
26	2	1212836.5	1	[2, 4]	70898.0	1	1	1232850	1263721	1121925	1232850
26	2	207352.0	0	[1, 3]	0	0	0	187309	227395	187309	227395
26	2	41590.25	1	[3, 4]	494.5	5	1	41183	41503	41804	41871
26	2	290655.25	1	[1, 3]	9348.5	15	1	280750	291212	295121	295538
26	2	339589.5	0	[1, 2]	0	0	0	317586	361593	317586	361593
26	2	1268212.0	0	[2, 4]	0	0	0	1265288	1271136	1265288	1271136
26	3	273493.5	0	[2, 3]	0	0	0	263055	283932	263055	283932
26	3	194806.0	0	[2, 3]	0	0	0	194647	194965	194647	194965
26	4	728118.0	0	[1, 3]	0	0	0	715626	740610	715626	740610
26	4	631511.0	0	[2, 4]	0	0	0	588239	674783	588239	674783
26	4	220770.5	1	[2, 3]	1770.0	2	1	220687	222624	219498	220273
26	4	67012.75	1	[3, 4]	4877.5	17	1	63940	65208	69369	69534
26	5	96877.0	0	[1, 4]	0	0	0	86837	106917	86837	106917
26	5	434679.5	0	[2, 4]	0	0	0	434555	434804	434555	434804
26	5	198952.0	5	[2, 3]	0	0	0	169099	228805	169099	228805
26	5	198952.0	5	[1, 4]	0	0	0	169099	228805	169099	228805
26	6	173061.0	0	[2, 3]	0	0	0	153304	192818	153304	192818
26	6	150976.0	0	[2, 3]	0	0	0	150243	151709	150243	151709
26	7	430631.5	0	[2, 3]	0	0	0	429795	431468	429795	431468
26	7	839940.5	0	[1, 3]	0	0	0	815725	864156	815725	864156
26	7	588890.5	0	[2, 3]	0	0	0	588355	589426	588355	589426
26	7	1018482.5	1	[1, 3]	1958.0	6	1	1016208	1018799	1018969	1019954
26	7	19499.75	1	[2, 4]	17230.5	1	1	4564	17205	17205	39025
26	7	138606.0	0	[1, 2]	0	0	0	127409	149803	127409	149803
26	7	654822.75	1	[1, 4]	2839.5	7	1	656007	656478	652696	654110
26	8	610244.5	0	[2, 4]	0	0	0	586988	633501	586988	633501
26	8	361306.5	0	[1, 4]	0	0	0	354757	367856	354757	367856
26	8	726699.0	0	[3, 4]	0	0	0	725664	727734	725664	727734
26	8	534252.5	0	[2, 4]	0	0	0	531490	537015	531490	537015
26	8	426063.0	0	[3, 4]	0	0	0	416468	435658	416468	435658
26	9	123706.75	1	[2, 3]	3175.5	8	1	124901	125688	121727	122511
26	9	407621.75	1	[2, 3]	1425.5	2	1	407705	408964	406117	407701
26	9	57044.0	0	[2, 3]	0	0	0	37580	76508	37580	76508
26	10	720470.5	0	[1, 3]	0	0	0	690358	750583	690358	750583
26	10	968470.75	1	[1, 4]	1248.5	3	1	969057	969133	966737	968956
26	10	788504.5	0	[1, 2]	0	0	0	788275	788734	788275	788734
26	11	507289.5	0	[2, 4]	0	0	0	506644	507935	506644	507935
26	11	149876.5	0	[1, 2]	0	0	0	142031	157722	142031	157722
26	11	554017.5	0	[1, 2]	0	0	0	542329	565706	542329	565706
26	11	358404.0	0	[1, 4]	0	0	0	353236	363572	353236	363572
26	12	252169.5	0	[2, 3]	0	0	0	251051	253288	251051	253288
26	12	58317.0	0	[2, 3]	0	0	0	44718	71916	44718	71916
26	13	556183.5	0	[1, 3]	0	0	0	540144	572223	540144	572223
26	13	804761.25	1	[1, 3]	1311.5	1	1	803204	805007	805007	805827
26	13	229394.25	1	[2, 4]	295.5	2	1	229463	229621	229154	229339
26	13	364705.5	0	[1, 3]	0	0	0	331735	397676	331735	397676
26	14	73079.25	1	[1, 4]	3259.5	13	1	74061	75357	70485	72414
26	14	589065.0	0	[2, 4]	0	0	0	588633	589497	588633	589497
26	14	643010.0	0	[1, 4]	0	0	0	642017	644003	642017	644003
26	14	29820.5	1	[3, 4]	1648.0	1	1	30020	31269	27973	30020
26	14	112750.25	4	[2, 4]	3302.5	13	0	110796	111402	114949	115060
26	15	163216.5	0	[1, 2]	0	0	0	136222	190211	136222	190211
26	15	118384.25	1	[3, 4]	1632.5	7	1	118956	119445	117242	117894
26	15	261338.5	0	[1, 4]	0	0	0	260927	261750	260927	261750
26	15	668358.0	0	[1, 3]	0	0	0	666084	670632	666084	670632
26	15	40559.5	0	[2, 3]	0	0	0	18940	62179	18940	62179
26	16	122484.0	0	[2, 4]	0	0	0	113880	131088	113880	131088
26	16	66613.5	0	[2, 4]	0	0	0	51428	81799	51428	81799
26	16	26576.5	0	[1, 2]	0	0	0	22336	30817	22336	30817
26	16	490834.5	0	[2, 4]	0	0	0	471074	510595	471074	510595
26	16	655156.0	1	[2, 4]	508.0	1	1	655170	655650	654634	655170
27	1	51545.0	0	[1, 2]	0	0	0	39521	63569	39521	63569
27	1	172243.0	0	[3, 4]	0	0	0	172030	172456	172030	172456
27	2	772840.0	0	[1, 4]	0	0	0	732451	813229	732451	813229
27	2	1040780.5	0	[2, 4]	0	0	0	1037324	1044237	1037324	1044237
27	2	1177387.5	0	[1, 3]	0	0	0	1121925	1232850	1121925	1232850
27	2	1268212.0	0	[1, 2]	0	0	0	1265288	1271136	1265288	1271136
27	2	911182.0	0	[1, 3]	0	0	0	880434	941930	880434	941930
27	3	220015.0	0	[1, 4]	0	0	0	216347	223683	216347	223683
27	3	147102.5	0	[1, 3]	0	0	0	136109	158096	136109	158096
27	3	174485.25	1	[2, 3]	11129.5	2	1	158096	179745	179890	180210
27	3	259224.5	4	[1, 4]	2576.0	6	0	257025	258848	260531	260722
27	3	126455.5	1	[1, 2]	8088.0	8	1	122198	122625	124890	136109
27	4	397902.0	0	[1, 4]	0	0	0	380323	415481	380323	415481
27	4	728118.0	0	[3, 4]	0	0	0	715626	740610	715626	740610
27	4	540871.5	1	[3, 4]	147.0	1	1	540708	540888	540888	541002
27	4	44146.5	1	[2, 3]	2611.0	2	1	41887	43795	44905	45999
27	5	275546.0	0	[1, 3]	0	0	0	257527	293565	257527	293565
27	5	406702.5	0	[2, 4]	0	0	0	380025	433380	380025	433380
27	5	9971.0	0	[3, 4]	0	0	0	7910	12032	7910	12032
27	5	198952.0	0	[1, 4]	0	0	0	169099	228805	169099	228805
27	6	173061.0	0	[3, 4]	0	0	0	153304	192818	153304	192818
27	6	359166.25	1	[1, 2]	2648.5	12	1	360232	360749	357215	358469
27	7	1018171.0	1	[3, 4]	1335.0	1	1	1016208	1018799	1018799	1018878
27	7	420547.5	1	[2, 3]	2943.0	2	1	420247	423791	418341	419811
27	7	577816.75	1	[3, 4]	848.5	1	1	576925	577860	577860	578622
27	7	174176.5	0	[2, 3]	0	0	0	157149	191204	157149	191204
27	7	19499.75	6	[2, 3]	17230.5	1	1	4564	17205	17205	39025
27	7	19499.75	6	[4, 1]	17230.5	1	1	4564	17205	17205	39025
27	8	777358.5	0	[2, 3]	0	0	0	776790	777927	776790	777927
27	8	281973.0	0	[1, 3]	0	0	0	281092	282854	281092	282854
27	8	35548.5	0	[2, 3]	0	0	0	16824	54273	16824	54273
27	8	688028.75	1	[2, 4]	1110.5	1	1	687121	687826	687826	689342
27	8	115809.5	0	[2, 3]	0	0	0	115577	116042	115577	116042
27	10	917208.0	0	[1, 2]	0	0	0	916779	917637	916779	917637
27	10	233456.0	0	[1, 2]	0	0	0	231775	235137	231775	235137
27	10	443473.25	1	[2, 4]	26153.5	1	1	430442	482658	430351	430442
27	10	520157.0	0	[1, 4]	0	0	0	519682	520632	519682	520632
27	10	803544.75	4	[3, 4]	9034.5	29	0	798539	799516	809319	809352
27	10	90431.75	1	[2, 3]	2450.5	5	1	91375	91939	88916	89497
27	10	629729.0	0	[3, 4]	0	0	0	604722	654736	604722	654736
27	11	617054.25	1	[1, 2]	1166.5	1	1	616010	616932	616932	618343
27	11	467843.0	0	[1, 2]	0	0	0	435879	499807	435879	499807
27	11	31184.0	0	[2, 4]	0	0	0	29339	33029	29339	33029
27	11	221231.0	1	[3, 4]	8136.0	2	1	217474	233124	216903	217423
27	12	245387.25	1	[3, 4]	1638.5	1	1	245810	246603	243326	245810
27	12	90553.75	1	[1, 4]	826.5	1	1	90061	90220	90220	91714
27	13	136112.0	0	[3, 4]	0	0	0	103864	168360	103864	168360
27	13	876241.5	0	[2, 3]	0	0	0	872139	880344	872139	880344
27	13	537703.25	1	[1, 3]	2006.5	5	1	535693	537707	538498	538915
27	13	364705.5	0	[2, 3]	0	0	0	331735	397676	331735	397676
27	13	770893.0	0	[2, 4]	0	0	0	753129	788657	753129	788657
27	13	205454.0	0	[3, 4]	0	0	0	195095	215813	195095	215813
27	14	93823.0	0	[3, 4]	0	0	0	85509	102137	85509	102137
27	14	645520.0	0	[2, 3]	0	0	0	644850	646190	644850	646190
27	15	451263.0	0	[2, 3]	0	0	0	435311	467215	435311	467215
27	15	211703.0	1	[1, 4]	705.0	1	1	211612	212499	211089	211612
27	15	708913.25	1	[1, 4]	363.5	1	1	708817	709373	708646	708817
27	16	122484.0	0	[2, 3]	0	0	0	113880	131088	113880	131088
27	16	26576.5	0	[1, 2]	0	0	0	22336	30817	22336	30817
27	16	605377.0	0	[1, 4]	0	0	0	579217	631537	579217	631537
27	16	833676.75	1	[2, 3]	910.5	8	1	833945	834319	833052	833391
27	16	685407.0	1	[2, 3]	1580.0	1	1	683693	685541	685541	686853
27	16	398988.25	1	[2, 4]	11584.5	7	1	392900	393492	394119	415442
27	16	469490.5	1	[1, 2]	2149.0	4	1	470056	471074	468017	468815
28	1	43400.25	1	[1, 4]	16289.5	5	1	39521	63569	31848	38663
28	1	159063.5	0	[1, 3]	0	0	0	157129	160998	157129	160998
28	2	772840.0	0	[2, 4]	0	0	0	732451	813229	732451	813229
28	2	514047.0	0	[2, 3]	0	0	0	491652	536442	491652	536442
28	2	1088903.0	0	[2, 4]	0	0	0	1083441	1094365	1083441	1094365
28	2	43825.5	0	[2, 4]	0	0	0	43365	44286	43365	44286
28	2	557936.5	0	[1, 2]	0	0	0	552042	563831	552042	563831
28	2	1268212.0	0	[1, 3]	0	0	0	1265288	1271136	1265288	1271136
28	3	220015.0	0	[1, 3]	0	0	0	216347	223683	216347	223683
28	3	147102.5	0	[1, 4]	0	0	0	136109	158096	136109	158096
28	3	257936.5	0	[2, 4]	0	0	0	257025	258848	257025	258848
28	3	175794.75	1	[2, 3]	13748.5	22	1	181669	183669	158096	179745
28	4	479394.5	0	[2, 3]	0	0	0	418704	540085	418704	540085
28	4	407497.25	1	[1, 4]	19190.5	1	1	380323	415481	415481	418704
28	4	105353.0	0	[1, 4]	0	0	0	103260	107446	103260	107446
28	4	32377.5	0	[1, 3]	0	0	0	24844	39911	24844	39911
28	4	631511.0	0	[1, 4]	0	0	0	588239	674783	588239	674783
28	4	786421.5	1	[1, 3]	812.0	1	1	785847	786184	786184	787471
28	5	33799.5	0	[2, 3]	0	0	0	23243	44356	23243	44356
28	5	110260.0	8	[1, 4]	3178.0	18	1	111360	112338	108478	108864
28	5	406702.5	0	[1, 4]	0	0	0	380025	433380	380025	433380
28	6	353679.5	1	[1, 4]	1387.0	2	1	354019	354727	352129	353843
28	6	173061.0	0	[1, 4]	0	0	0	153304	192818	153304	192818
28	6	66492.75	1	[1, 3]	563.5	27	1	66178	66244	66610	66939
28	7	966729.75	1	[3, 4]	961.5	8	1	965904	966594	966887	967534
28	7	384460.0	0	[2, 3]	0	0	0	375641	393279	375641	393279
28	7	220494.0	0	[1, 4]	0	0	0	218906	222082	218906	222082
28	7	28115.0	0	[1, 4]	0	0	0	17205	39025	17205	39025
28	7	877025.0	1	[1, 2]	2065.0	7	1	874585	877400	877578	878537
28	7	655795.5	1	[1, 4]	4785.0	10	1	657467	658909	652696	654110
28	8	506128.5	0	[2, 4]	0	0	0	501292	510965	501292	510965
28	8	393248.5	0	[2, 4]	0	0	0	370029	416468	370029	416468
28	8	240730.75	1	[2, 4]	573.5	2	1	240749	241286	240172	240716
28	8	55843.75	4	[1, 3]	1104.5	2	0	55204	55379	57086	57115
28	8	273585.0	1	[1, 3]	16776.0	17	1	252158	278236	281092	282854
28	9	408994.25	1	[2, 3]	1319.5	1	1	408964	410344	407705	408964
28	9	127089.25	4	[2, 4]	3589.5	6	0	124901	125688	129146	129280
28	9	87807.0	1	[2, 4]	2095.0	5	1	88505	89204	86320	87199
28	10	176320.0	0	[2, 3]	0	0	0	176182	176458	176182	176458
28	10	112519.0	0	[2, 3]	0	0	0	102094	122944	102094	122944
28	10	629729.0	0	[3, 4]	0	0	0	604722	654736	604722	654736
28	10	224223.0	0	[3, 4]	0	0	0	223563	224883	223563	224883
28	11	408879.5	0	[1, 3]	0	0	0	381880	435879	381880	435879
28	11	216474.5	0	[1, 3]	0	0	0	216046	216903	216046	216903
28	11	508949.75	1	[2, 3]	985.5	1	1	508003	508911	508911	509974
28	12	315884.25	3	[3, 4]	10604.5	5	1	301138	320026	320981	321392
28	12	254431.75	1	[1, 3]	891.5	3	1	253518	254454	254719	255036
28	12	75247.75	1	[2, 4]	1193.5	3	1	75702	75987	74361	74941
28	12	34191.0	1	[1, 3]	19997.0	5	1	8033	40352	43772	44607
28	13	458314.5	0	[1, 2]	0	0	0	425180	491449	425180	491449
28	13	615421.0	0	[3, 4]	0	0	0	587425	643417	587425	643417
28	13	834212.0	0	[1, 4]	0	0	0	832952	835472	832952	835472
28	13	136112.0	0	[2, 3]	0	0	0	103864	168360	103864	168360
28	13	320943.25	1	[1, 4]	4503.5	10	1	322676	323714	318180	319203
28	14	703110.0	0	[1, 2]	0	0	0	697751	708469	697751	708469
28	14	182801.0	1	[1, 3]	2486.0	92	1	184029	184059	181104	182012
28	14	632794.25	1	[1, 3]	4229.5	22	1	634398	635420	630372	630987
28	15	451263.0	0	[1, 4]	0	0	0	435311	467215	435311	467215
28	15	243609.0	0	[2, 3]	0	0	0	243134	244084	243134	244084
28	15	65491.0	1	[1, 2]	2681.0	2	1	64751	68912	63671	64630
28	15	733275.0	0	[1, 4]	0	0	0	710652	755898	710652	755898
28	16	40533.0	0	[1, 3]	0	0	0	31079	49987	31079	49987
28	16	773179.5	1	[2, 4]	28028.0	4	1	760033	814354	758828	759503
28	16	685407.0	1	[1, 3]	1580.0	1	1	683693	685541	685541	686853
28	16	182993.0	0	[1, 2]	0	0	0	141202	224784	141202	224784
28	16	464392.5	1	[1, 4]	6175.0	7	1	466943	468017	456570	466040
28	16	531798.0	1	[2, 3]	778.0	1	1	531280	531538	531538	532836
28	16	382690.0	0	[2, 3]	0	0	0	382200	383180	382200	383180
29	1	51545.0	0	[1, 3]	0	0	0	39521	63569	39521	63569
29	2	772840.0	0	[2, 4]	0	0	0	732451	813229	732451	813229
29	2	159204.0	0	[3, 4]	0	0	0	158395	160013	158395	160013
29	2	486397.5	0	[2, 3]	0	0	0	485105	487690	485105	487690
29	2	41875.25	1	[2, 3]	1904.5	11	1	42290	43365	40784	41062
29	2	841718.0	0	[2, 4]	0	0	0	833641	849795	833641	849795
29	2	1177387.5	0	[1, 4]	0	0	0	1121925	1232850	1121925	1232850
29	2	1268212.0	5	[2, 1]	0	0	0	1265288	1271136	1265288	1271136
29	2	1268212.0	5	[4, 3]	0	0	0	1265288	1271136	1265288	1271136
29	2	400854.25	1	[1, 2]	3310.5	1	1	397202	401196	401196	403823
29	3	220015.0	0	[1, 2]	0	0	0	216347	223683	216347	223683
29	3	77717.0	1	[1, 2]	5904.0	26	1	74146	75384	79602	81736
29	3	113838.0	0	[1, 2]	0	0	0	111918	115758	111918	115758
29	4	205678.0	0	[1, 2]	0	0	0	201663	209693	201663	209693
29	4	397902.0	0	[1, 3]	0	0	0	380323	415481	380323	415481
29	4	291966.0	1	[2, 4]	664.0	2	1	291858	292738	291435	291833
29	4	778309.5	0	[2, 3]	0	0	0	772632	783987	772632	783987
29	4	479394.5	0	[1, 2]	0	0	0	418704	540085	418704	540085
29	5	275546.0	0	[1, 3]	0	0	0	257527	293565	257527	293565
29	5	487479.0	0	[2, 3]	0	0	0	486939	488019	486939	488019
29	5	45969.0	2	[1, 3]	1577.5	0	0	45557	46381	45557	46381
29	6	251323.0	0	[1, 2]	0	0	0	251142	251504	251142	251504
29	6	418158.0	0	[2, 3]	0	0	0	390766	445550	390766	445550
29	6	73799.5	0	[2, 4]	0	0	0	69747	77852	69747	77852
29	7	384460.0	0	[1, 3]	0	0	0	375641	393279	375641	393279
29	7	10884.5	0	[1, 2]	0	0	0	4564	17205	4564	17205
29	7	463296.5	0	[2, 4]	0	0	0	462327	464266	462327	464266
29	8	341534.5	2	[3, 4]	943.0	0	0	340650	342419	340650	342419
29	8	577120.0	1	[2, 3]	5125.0	21	1	579586	579779	574391	574724
29	8	133120.0	0	[3, 4]	0	0	0	118236	148004	118236	148004
29	8	62797.0	0	[1, 3]	0	0	0	61550	64044	61550	64044
29	8	777726.75	1	[2, 3]	736.5	3	1	778029	778161	776790	777927
29	8	208489.0	1	[3, 4]	9890.0	18	1	202369	204719	207629	219239
29	10	562375.5	0	[3, 4]	0	0	0	546058	578693	546058	578693
29	10	909291.5	0	[3, 4]	0	0	0	908738	909845	908738	909845
29	10	112519.0	0	[2, 4]	0	0	0	102094	122944	102094	122944
29	11	344665.0	0	[2, 4]	0	0	0	340206	349124	340206	349124
29	11	467843.0	5	[1, 3]	0	0	0	435879	499807	435879	499807
29	11	467843.0	5	[4, 2]	0	0	0	435879	499807	435879	499807
29	11	66023.5	0	[1, 4]	0	0	0	49580	82467	49580	82467
29	12	173546.5	0	[2, 4]	0	0	0	145781	201312	145781	201312
29	13	458314.5	0	[1, 3]	0	0	0	425180	491449	425180	491449
29	13	48757.0	1	[1, 4]	69.0	6	1	48772	48811	48718	48727
29	13	136112.0	0	[1, 2]	0	0	0	103864	168360	103864	168360
29	13	655806.5	0	[2, 3]	0	0	0	643417	668196	643417	668196
29	14	234393.25	1	[3, 4]	3391.5	17	1	236080	236098	229517	235878
29	14	153106.25	1	[2, 3]	2239.5	7	1	154085	154367	151500	152473
29	14	681712.75	1	[2, 4]	1553.5	2	1	680436	681436	681905	683074
29	15	680495.5	0	[2, 4]	0	0	0	670632	690359	670632	690359
29	15	485344.0	0	[2, 4]	0	0	0	470609	500079	470609	500079
29	15	271886.0	0	[1, 2]	0	0	0	262379	281393	262379	281393
29	15	113915.75	1	[1, 4]	2735.5	12	1	112493	112603	114410	116157
29	16	26576.5	0	[2, 4]	0	0	0	22336	30817	22336	30817
29	16	531798.0	1	[2, 4]	778.0	1	1	531280	531538	531538	532836
29	16	40533.0	0	[1, 2]	0	0	0	31079	49987	31079	49987
29	16	787193.5	0	[1, 3]	0	0	0	760033	814354	760033	814354
29	16	182993.0	0	[2, 3]	0	0	0	141202	224784	141202	224784
30	1	51545.0	0	[1, 3]	0	0	0	39521	63569	39521	63569
30	1	159063.5	0	[3, 4]	0	0	0	157129	160998	157129	160998
30	2	514047.0	0	[1, 2]	0	0	0	491652	536442	491652	536442
30	2	1177387.5	0	[2, 4]	0	0	0	1121925	1232850	1121925	1232850
30	2	314919.5	0	[2, 4]	0	0	0	314585	315254	314585	315254
30	2	339589.5	0	[1, 3]	0	0	0	317586	361593	317586	361593
30	2	197130.25	1	[1, 2]	20443.5	1	1	186508	187309	187309	227395
30	2	76827.75	1	[1, 4]	22702.5	11	1	44979	85974	86909	89449
30	2	711747.0	1	[1, 2]	2628.0	25	1	712795	713327	710364	710502
30	2	1023164.5	0	[2, 4]	0	0	0	1022442	1023887	1022442	1023887
30	2	1268212.0	0	[1, 2]	0	0	0	1265288	1271136	1265288	1271136
30	3	220015.0	0	[1, 4]	0	0	0	216347	223683	216347	223683
30	3	168920.5	0	[3, 4]	0	0	0	158096	179745	158096	179745
30	3	273493.5	0	[1, 3]	0	0	0	263055	283932	263055	283932
30	4	822516.5	1	[3, 4]	1189.0	3	1	821343	822501	822609	823613
30	4	64999.25	1	[1, 2]	6077.5	12	1	67828	68248	59981	63940
30	5	102643.5	1	[3, 4]	11533.0	7	1	108342	108478	86837	106917
30	5	406702.5	0	[2, 3]	0	0	0	380025	433380	380025	433380
30	5	361825.0	0	[2, 4]	0	0	0	343625	380025	343625	380025
30	5	112512.0	0	[3, 4]	0	0	0	111360	113664	111360	113664
30	6	300445.25	8	[2, 4]	1543.5	2	1	300503	301931	299420	299927
30	7	769122.5	0	[2, 3]	0	0	0	754736	783509	754736	783509
30	7	967828.5	0	[3, 4]	0	0	0	967534	968123	967534	968123
30	7	304120.5	1	[1, 3]	4673.0	9	1	305979	306935	301015	302553
30	7	10884.5	0	[1, 4]	0	0	0	4564	17205	4564	17205
30	7	66337.0	0	[1, 4]	0	0	0	65595	67079	65595	67079
30	7	557846.5	0	[2, 4]	0	0	0	552088	563605	552088	563605
30	8	133120.0	0	[2, 4]	0	0	0	118236	148004	118236	148004
30	8	715098.0	1	[1, 2]	85.0	1	1	715013	715098	715098	715183
30	8	35548.5	0	[3, 4]	0	0	0	16824	54273	16824	54273
30	8	393248.5	0	[2, 3]	0	0	0	370029	416468	370029	416468
30	9	368925.75	1	[2, 3]	630.5	1	1	368118	369103	369103	369379
30	9	361767.5	0	[3, 4]	0	0	0	358226	365309	358226	365309
30	9	134443.5	1	[2, 4]	1767.0	1	1	132692	134428	134428	136226
30	10	485311.5	0	[1, 4]	0	0	0	484988	485635	484988	485635
30	10	790021.75	1	[1, 4]	1360.5	7	1	790567	790837	789149	789534
30	10	629729.0	0	[1, 4]	0	0	0	604722	654736	604722	654736
30	10	720470.5	0	[1, 4]	0	0	0	690358	750583	690358	750583
30	10	526784.75	1	[1, 4]	1778.5	1	1	525639	526152	526152	529196
30	10	851029.75	1	[3, 4]	1665.5	9	1	849992	850402	851048	852677
30	10	173593.75	1	[1, 3]	266.5	2	1	173644	173810	173294	173627
30	10	137992.25	1	[3, 4]	2668.5	2	1	135909	137407	138924	139729
30	11	266692.5	0	[2, 4]	0	0	0	266381	267004	266381	267004
30	11	502992.0	1	[3, 4]	1439.0	5	1	502132	502413	503220	504203
30	11	66023.5	0	[1, 3]	0	0	0	49580	82467	49580	82467
30	11	484662.75	1	[1, 2]	33639.5	11	1	501333	501632	435879	499807
30	12	328470.5	1	[3, 4]	1473.0	3	1	329049	329365	326956	328512
30	12	246291.75	3	[1, 2]	3447.5	13	1	243326	245810	247637	248394
30	13	176271.0	1	[2, 4]	12737.0	2	1	169623	170182	170184	195095
30	13	458314.5	0	[2, 4]	0	0	0	425180	491449	425180	491449
30	13	364705.5	0	[2, 4]	0	0	0	331735	397676	331735	397676
30	13	726222.5	3	[3, 4]	43003.0	7	1	668196	741246	742476	752972
30	14	48798.75	1	[1, 2]	2933.5	1	1	46640	48024	48024	52507
30	15	163216.5	0	[1, 2]	0	0	0	136222	190211	136222	190211
30	15	468206.5	1	[2, 4]	1123.0	6	1	467344	467946	468565	468971
30	15	720860.25	1	[1, 3]	24829.5	9	1	710652	755898	708342	708549
30	15	668358.0	0	[2, 4]	0	0	0	666084	670632	666084	670632
30	15	258656.0	0	[3, 4]	0	0	0	258434	258878	258434	258878
30	16	237505.5	1	[2, 3]	458.0	1	1	236979	237574	237574	237895
30	16	787193.5	0	[3, 4]	0	0	0	760033	814354	760033	814354
30	16	490834.5	0	[3, 4]	0	0	0	471074	510595	471074	510595
30	16	85547.0	1	[1, 3]	7419.0	5	1	81799	81876	83089	95424
31	1	51545.0	0	[2, 3]	0	0	0	39521	63569	39521	63569
31	1	159063.5	0	[2, 3]	0	0	0	157129	160998	157129	160998
31	2	285981.0	0	[2, 4]	0	0	0	280750	291212	280750	291212
31	2	561095.0	1	[1, 3]	6317.0	2	1	552042	563831	564217	564290
31	2	911182.0	0	[1, 2]	0	0	0	880434	941930	880434	941930
